"uniqueGroup";"rowType";"uniqueIndex";"matchIndex";"nUniqueGroup";"alleleMismatch";"matchThreshold";"cutHeight";"Psib";"score";"Sex1";"Sex2";"X16S1_Gg2911";"X16S1_Gg2912";"Gg_13051";"Gg_13052";"Gg_16001";"Gg_16002";"Gg_44931";"Gg_44932";"Gg_59491";"Gg_59492";"Gg_65491";"Gg_65492";"Gg_78801";"Gg_78802";"Gg_86461";"Gg_86462";"Gg_91921";"Gg_91922";"Gg_91981";"Gg_91982";"Gg_93461";"Gg_93462";"Gg_113491";"Gg_113492";"Gg_121931";"Gg_121932";"Gg_141031";"Gg_141032";"Gg_147531";"Gg_147532";"Gg_156331";"Gg_156332";"Gg_156551";"Gg_156552";"Gg_167811";"Gg_167812";"Gg_173971";"Gg_173972";"Gg_177401";"Gg_177402";"Gg_183661";"Gg_183662";"Gg_207081";"Gg_207082";"Gg_207331";"Gg_207332";"Gg_208231";"Gg_208232";"Gg_222851";"Gg_222852";"Gg_230271";"Gg_230272";"Gg_231711";"Gg_231712";"Gg_239791";"Gg_239792";"Gg_253371";"Gg_253372";"Gg_263351";"Gg_263352";"Gg_272071";"Gg_272072";"Gg_284191";"Gg_284192";"Gg_284621";"Gg_284622";"Gg_290721";"Gg_290722";"Gg_290961";"Gg_290962";"Gg_291921";"Gg_291922";"Gg_293591";"Gg_293592";"Gg_293831";"Gg_293832";"Gg_305931";"Gg_305932";"Gg_307001";"Gg_307002";"Gg_323151";"Gg_323152";"Gg_327441";"Gg_327442";"Gg_329101";"Gg_329102";"Gg_331551";"Gg_331552";"Gg_333121";"Gg_333122";"Gg_338761";"Gg_338762";"Gg_339921";"Gg_339922";"Gg_342581";"Gg_342582";"Gg_346211";"Gg_346212";"Gg_353991";"Gg_353992";"Gg_357281";"Gg_357282";"Gg_364091";"Gg_364092";"Gg_369931";"Gg_369932";"Gg_376381";"Gg_376382";"Gg_379231";"Gg_379232";"Gg_390871";"Gg_390872";"Gg_404201";"Gg_404202";"Gg_404791";"Gg_404792";"Gg_405911";"Gg_405912";"Gg_409941";"Gg_409942";"Gg_416341";"Gg_416342";"Gg_423901";"Gg_423902";"Gg_425521";"Gg_425522";"Gg_427441";"Gg_427442";"Gg_430561";"Gg_430562";"Gg_431821";"Gg_431822";"Gg_449671";"Gg_449672";"Gg_451551";"Gg_451552";"Gg_462321";"Gg_462322";"Gg_475991";"Gg_475992";"Gg_479181";"Gg_479182";"Gg_486911";"Gg_486912";"Gg_489771";"Gg_489772";"Gg_491491";"Gg_491492";"Gg_494171";"Gg_494172";"Gg_496041";"Gg_496042";"Gg_504721";"Gg_504722";"Gg_507541";"Gg_507542";"Gg_548311";"Gg_548312";"Gg_556111";"Gg_556112";"Gg_570821";"Gg_570822";"Gg_573931";"Gg_573932";"Gg_602041";"Gg_602042";"Gg_623571";"Gg_623572";"Gg_652081";"Gg_652082";"Gg_671071";"Gg_671072";"Gg_676871";"Gg_676872";"Gg_687231";"Gg_687232";"Gg_726541";"Gg_726542";"Gg_733331";"Gg_733332";"Gg_743891";"Gg_743892";"Gg_775401";"Gg_775402"
"472";"UNIQUE";"Ind5203";"Ind5203";"1";"15";"0.919354838709677";"0.0806451612903226";"1.51256824902427e-21";"";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y"
"473";"UNIQUE";"Ind5204";"Ind5204";"1";"15";"0.919354838709677";"0.0806451612903226";"3.40623113587874e-20";"";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y"
"474";"UNIQUE";"Ind5205";"Ind5205";"1";"15";"0.919354838709677";"0.0806451612903226";"3.49049387595177e-21";"";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y"
"475";"UNIQUE";"Ind5206";"Ind5206";"1";"15";"0.919354838709677";"0.0806451612903226";"7.89010149941676e-21";"";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X"
"476";"UNIQUE";"Ind5207";"Ind5207";"1";"15";"0.919354838709677";"0.0806451612903226";"1.3506549811716e-20";"";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y"
"477";"UNIQUE";"Ind5208";"Ind5208";"1";"15";"0.919354838709677";"0.0806451612903226";"5.01835566201024e-20";"";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"X"
"478";"UNIQUE";"Ind5209";"Ind5209";"1";"15";"0.919354838709677";"0.0806451612903226";"4.50641733738933e-21";"";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y"
"479";"UNIQUE";"Ind5210";"Ind5210";"1";"15";"0.919354838709677";"0.0806451612903226";"4.90291889947661e-21";"";"X";"X";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"-99";"-99";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y"
"480";"UNIQUE";"Ind5211";"Ind5211";"1";"15";"0.919354838709677";"0.0806451612903226";"6.27089876970632e-21";"";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y"
"481";"UNIQUE";"Ind5212";"Ind5212";"1";"15";"0.919354838709677";"0.0806451612903226";"9.02755309397592e-21";"";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y"
"482";"UNIQUE";"Ind5213";"Ind5213";"1";"15";"0.919354838709677";"0.0806451612903226";"1.81805109244663e-18";"";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"-99";"-99";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"-99";"-99";"X";"Y";"X";"Y";"-99";"-99";"-99";"-99";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"-99";"-99";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y"
"483";"UNIQUE";"Ind5214";"Ind5214";"1";"15";"0.919354838709677";"0.0806451612903226";"1.41404963607702e-20";"";"X";"X";"X";"X";"X";"X";"-99";"-99";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"-99";"-99";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"-99";"-99";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"-99";"-99";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"X";"Y"
"484";"UNIQUE";"Ind5215";"Ind5215";"1";"15";"0.919354838709677";"0.0806451612903226";"4.96032384781066e-21";"";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X"
"485";"UNIQUE";"Ind5216";"Ind5216";"1";"15";"0.919354838709677";"0.0806451612903226";"1.00144330769423e-20";"";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"-99";"-99";"X";"Y";"Y";"Y";"-99";"-99";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X"
"486";"UNIQUE";"Ind5217";"Ind5217";"1";"15";"0.919354838709677";"0.0806451612903226";"4.27556560923858e-20";"";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y"
"487";"UNIQUE";"Ind5218";"Ind5218";"1";"15";"0.919354838709677";"0.0806451612903226";"9.68871169038385e-21";"";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y"
"488";"UNIQUE";"Ind5219";"Ind5219";"1";"15";"0.919354838709677";"0.0806451612903226";"2.39654673357323e-21";"";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"Y";"Y";"Y";"X";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"Y";"X";"Y";"Y";"Y";"Y";"Y";"X";"Y";"X";"Y";"X";"X";"X";"X";"X";"X";"X";"X";"Y";"Y";"X";"Y";"Y";"Y";"X";"X";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"X";"Y";"X";"Y";"X";"X";"Y";"Y";"X";"X";"Y";"Y";"Y";"Y"
